사업장명,소재지전화,소재지면적,소재지전체주소,도로명전체주소,도로명우편번호,좌표정보(x),좌표정보(y),위도,경도
마이펫 동물병원,042-581-7555,0.0,대전광역시 중구 유천동 185-42번지,대전광역시 중구 계백로 1608 (유천동),34966.0,235741.2906,313150.7728,36.31847961447055,127.39880658109526
제일동물병원,042-252-7575,121.58,대전광역시 중구 문창동 75-116번지,"대전광역시 중구 충무로 155, 제일동물병원 (문창동)",34930.0,238861.3634,313368.8992,36.32032474369418,127.43356102624753
푸우동물병원,042-223-5775,60.2,대전광역시 중구 중촌동 398-6번지,대전광역시 중구 동서대로 1433-1 (중촌동),34813.0,237164.5499,315099.5618,36.335987490399056,127.4147480430633
청운동물병원,042-522-0005,85.9,대전광역시 중구 유천동 324-19번지,대전광역시 중구 태평로 36 (유천동),34887.0,235207.0889,313317.2566,36.3199995201911,127.39286545360353
서울동물병원,042-585-6767,0.0,대전광역시 중구 산성동 279-7번지,대전광역시 중구 보문산로64번길 4 (산성동),35055.0,234735.3173,311620.8916,36.304729644397504,127.38753654217828
다사랑동물병원,042-628-0075,328.68,대전광역시 동구 가양동 31-7번지,대전광역시 동구 비래서로 54 (가양동),34528.0,240342.925,317112.78,36.354001914444176,127.45025278940776
웰니스 동물병원,042-624-6275,163.0,대전광역시 동구 용전동 63-3 대전복합터미널(서관) 3층,"대전광역시 동구 동서대로 1689, 대전복합터미널(서관) 3층 (용전동)",34551.0,239122.6384,316705.6937,36.350383744009065,127.43663772484507
금비동물병원,042-526-4672,52.0,대전광역시 중구 오류동 164-5,대전광역시 중구 계백로 1697-1 (오류동),34909.0,236563.4678,313478.2817,36.321400202236184,127.40797728650023
굿모닝동물병원,042-636-9645,35.0,대전광역시 중구 부사동 129-7번지,대전광역시 중구 대종로 309 (부사동),35023.0,238940.3607,312599.7665,36.31339049140887,127.43440239459197
솔펫 동물병원,042-622-7525,75.69,대전광역시 동구 자양동 141-1,"대전광역시 동구 동대전로 141 (자양동, 우송 제2교육원)",34608.0,239963.5543,314977.7082,36.33477754769368,127.44591706026657
지동범 동물 안과 치과병원,515-7450,0.0,부산광역시 금정구 부곡동 255-4 행복한빌딩,"부산광역시 금정구 부곡로 184, 행복한빌딩 1,2층 (부곡동)",46269.0,390375.2841,194559.5706,35.23226731815169,129.09199882688011
금빛동물수술센터,515-5179,155.47,부산광역시 금정구 장전동 615-6,"부산광역시 금정구 식물원로 38, 주현빌딩 2층 (장전동)",46297.0,389697.6318,193741.7614,35.22502922669003,129.08437115194485
한독동물병원,531-2852,0.0,부산광역시 금정구 서동 208-26번지,부산광역시 금정구 서동로 200 (서동),46328.0,391881.9503,192564.799,35.21401283135609,129.1080744277464
수종합동물병원,582-9335,0.0,부산광역시 금정구 장전동 219-6번지,부산광역시 금정구 금강로 340 (장전동),46283.0,389869.602,195239.2125,35.23848494293634,129.08660412085058
남산동물병원,517-8275,80.0,부산광역시 금정구 남산동 321-12 B동 202호,부산광역시 금정구 금강로 703-3 (남산동),46221.0,390000.7229,198773.9895,35.27029930950775,129.0888600845071
구서동물병원,512-1661,90.0,부산광역시 금정구 구서동 258-22번지,부산광역시 금정구 금강로 454 (구서동),46243.0,390042.8788,196306.4151,35.24806489021431,129.08875291648465
동물병원 산책,714-0209,113.4,부산광역시 금정구 부곡동 224-1,부산광역시 금정구 수림로 25 (부곡동),46276.0,390130.9936,195312.2119,35.2390929882089,129.08949077787858
서동 동물메디컬센터,525-7810,135.56,부산광역시 금정구 서동 204-12,"부산광역시 금정구 서동로175번길 11, 2층 (서동)",46321.0,391719.8534,192660.6626,35.21490726403973,129.10631763059686
제일2차동물메디컬센터,516-1175,65.0,부산광역시 금정구 부곡동 24-6,부산광역시 금정구 중앙대로 1754 (부곡동),46253.0,390473.3881,195515.8363,35.240862182464355,129.09329703344758
제일동물진단영상센터,516-1175,160.0,부산광역시 금정구 부곡동 24-6,부산광역시 금정구 중앙대로 1754 (부곡동),46253.0,390473.3881,195515.8363,35.240862182464355,129.09329703344758
쿨펫동물병원 이마트금정점,518-1360,0.0,부산광역시 금정구 구서동 319-6번지,"부산광역시 금정구 중앙대로1841번길 24 (구서동, E마트금정점)",46233.0,390161.6934,196690.2227,35.25149948529061,129.0901462250077
장 동물병원,262-7582,42.0,부산광역시 사하구 다대동 935-11번지,부산광역시 사하구 윤공단로56번길 55 (다대동),49493.0,379663.3476,175088.2304,35.05883985194218,128.97016675694047
사하동물병원,051-206-1891,83.25,부산광역시 사하구 당리동 373-4,부산광역시 사하구 낙동대로 356 (당리동),49345.0,380363.7722,179842.5875,35.1015436423837,128.9788738092765
박 동물병원,202-7002,0.0,부산광역시 사하구 당리동 325-1번지,부산광역시 사하구 낙동대로 407 (당리동),49411.0,379877.2213,180029.7204,35.103316282278115,128.97358119074306
덕천동물의료센터,332-8060,0.0,부산광역시 북구 덕천동 375-5,부산광역시 북구 만덕대로 119 (덕천동),46554.0,383674.2857,192327.6662,35.21341128905713,129.01793501346594
사상동물병원,322-3026,0.0,부산광역시 사상구 괘법동 555-26번지,부산광역시 사상구 사상로 153 (괘법동),46974.0,380983.7697,186277.2017,35.159396656909365,128.98707677693588
부산동물병원 제넷,313-2559,0.0,부산광역시 사상구 주례동 413-5 아이스테이트2,"부산광역시 사상구 가야대로 283, 아이스테이트2 4층 (주례동)",47003.0,382521.4591,185354.9561,35.15081133873589,129.003739924274
신병헌동물병원,304-6455,0.0,부산광역시 사상구 덕포동 429-13번지,부산광역시 사상구 사상로 261 (덕포동),46955.0,380490.0777,187240.8032,35.1681655768357,128.98187194416758
모라동물병원,325-1638,0.0,부산광역시 사상구 모라동 1338-8번지,부산광역시 사상구 백양대로 957 (모라동),46926.0,381359.1447,189866.9462,35.19166575710332,128.99198257533322
개금동물병원,324-9954,0.0,부산광역시 사상구 주례동 23-2번지,부산광역시 사상구 가야대로 367 (주례동),47005.0,383345.2004,185460.5855,35.151613165325394,129.0127978742457
엄궁종합동물병원,051-316-7597,0.0,부산광역시 사상구 엄궁동 25-25,부산광역시 사상구 대동로 18(엄궁동),47035.0,379809.7725,183277.9206,35.13258893492909,128.97354707326045
고은동물병원,311-7578,398.66,부산광역시 사상구 모라동 459-2번지,부산광역시 사상구 모라로 107 (모라동),46928.0,381307.1941,189290.726,35.18648450695692,128.9912859176148
쿨펫동물병원,051-314-7582,0.0,부산광역시 사상구 엄궁동 690번지 롯데마트엄궁점,"부산광역시 사상구 낙동대로 733, 롯데마트엄궁점 2층 (엄궁동)",47032.0,379352.8056,182712.0791,35.12757314463057,128.9684135921573
시민동물병원,464-5975,0.0,부산광역시 동구 초량동 287-9번지,부산광역시 동구 초량상로 84-1 (초량동),48814.0,385778.9416,181909.9164,35.11918302291183,129.03869312052916
백양동물병원,332-7588,0.0,부산광역시 북구 만덕동 839-1번지,부산광역시 북구 덕천로 280 (만덕동),46611.0,385250.1351,191889.103,35.20917140379274,129.03513291575433
노아동물병원,343-7588,150.5,부산광역시 북구 화명동 2337번지 화명2차동원로얄듀크비스타,"부산광역시 북구 금곡대로 175 (화명동, 화명2차동원로얄듀크비스타)",46541.0,382841.0071,193563.9531,35.224699685245476,129.0090631869313
21세기종합동물병원,365-0075,0.0,부산광역시 북구 덕천동 383-3번지,부산광역시 북구 만덕대로 34 (덕천동),46577.0,382847.4897,192011.4705,35.21071387731543,129.00878990564317
장원동물병원,342-3739,0.0,부산광역시 북구 구포동 669-2번지 장원동물병원,"부산광역시 북구 시랑로 1, 장원동물병원 (구포동)",46599.0,382479.7046,191404.0266,35.20530893209957,129.0046187517384
해든동물병원,051)343-3834,112.18,부산광역시 북구 구포동 935-2번지,부산광역시 북구 백양대로 1053 (구포동),46649.0,381760.255,190742.6321,35.19948150066402,128.9965769840338
카이저 동물병원,051361-7582,132.33,부산광역시 북구 화명동 898-19 새마을금고,"부산광역시 북구 금곡대로 182, 새마을금고 (화명동)",46539.0,382940.7371,193602.7466,35.22503096587593,129.01016659813249
그랜드 동물병원,365-7588,177.41,부산광역시 북구 금곡동 1880-12 해림빌딩,"부산광역시 북구 학사로 299, 해림빌딩 (금곡동)",46519.0,383111.1017,196111.9007,35.24760203239674,129.01259481132323
유동물의료센터,343-7566,289.0,부산광역시 북구 덕천동 381-7,부산광역시 북구 만덕대로 41 (덕천동),46548.0,382906.3354,192089.3221,35.21140444508604,129.00945305267203
더힐동물병원,051-341-3344,0.0,부산광역시 북구 덕천동 373-1 삼정그린코아아파트 3동 105호,"부산광역시 북구 만덕대로 147, 삼정그린코아아파트 3동 105호 (덕천동)",46554.0,383934.8365,192378.5329,35.21382180879725,129.02080617464767
영도동물병원,051-415-2566,991.65,부산광역시 영도구 영선동1가 20-4번지,부산광역시 영도구 태종로 111 (영선동1가),49036.0,386238.8453,178803.0597,35.09111192683497,129.0430369353037
태종동물병원,051-405-9493,145.92,부산광역시 영도구 동삼동 266-3번지,부산광역시 영도구 동삼로 80 (동삼동),49097.0,388779.0746,177680.767,35.08053049429093,129.07062072458854
센트럴종합동물병원,415-2468,133.32,부산광역시 영도구 대교동1가 143번지,부산광역시 영도구 태종로 78 (대교동1가),49045.0,385893.7103,178909.5597,35.09213492000921,129.0392783127648
천동물병원,414-7588,0.0,부산광역시 영도구 청학동 62-60번지 한라청학아파트,"부산광역시 영도구 태종로 430, 한라청학아파트 2층 (청학동)",49088.0,388500.1629,178645.3397,35.089271281615694,129.06778363241284
반여착한동물병원,051-927-7575,110.0,부산광역시 해운대구 반여동 1465-57번지 농협반여동지점,"부산광역시 해운대구 선수촌로 65-19, 농협반여동지점 2층 (반여동)",48038.0,392797.4651,190989.3748,35.19964717898326,129.11775425724275
큰마음동물메디컬센터,051-710-2004,0.0,부산광역시 해운대구 중동 1262-1,"부산광역시 해운대구 해운대해변로357번길 17, 4~8층 (중동)",48096.0,397433.6619,187207.142,35.16468027782685,129.16772392011276
닥터주 동물병원,731-7530,0.0,부산광역시 해운대구 좌동 1340-3번지 피렌체오피스텔 204호,"부산광역시 해운대구 좌동순환로402번길 8, 204호 (좌동, 피렌체오피스텔)",48104.0,398351.677,187037.6461,35.162973082951225,129.17775237661834
사랑의동물병원,051-702-1626,0.0,부산광역시 해운대구 좌동 1407-2번지 영풍프라자 302호,"부산광역시 해운대구 좌동순환로 173, 영풍프라자 302호 (좌동)",48075.0,398088.8767,188716.5782,35.178147036458974,129.1752725502592
마리동물병원,051-702-5750,0.0,부산광역시 해운대구 좌동 1473-2번지 엘리움 306호,"부산광역시 해운대구 해운대로 794, 엘리움 306호 (좌동)",48104.0,398155.6608,187681.5736,35.168811575312226,129.1757568726698
누리동물병원,051-701-7599,0.0,부산광역시 해운대구 송정동 85-1,부산광역시 해운대구 송정2로13번길 46 (송정동),48069.0,400877.3254,190630.1977,35.19482958995167,129.20632763290143
달맞이 호두네 동물병원,746-7077,0.0,부산광역시 해운대구 중동 1512번지 해운대 달맞이 유림 노르웨이숲 상가동 305호,"부산광역시 해운대구 달맞이길65번길 33, 상가동 3층 305호 (중동, 해운대 달맞이 유림 노르웨이숲)",48117.0,398058.7221,186789.9814,35.16080005781161,129.17447984945835
해운대 플러스동물병원,915-8275,0.0,부산광역시 해운대구 좌동 1315 해운대삼정코아주상복합,"부산광역시 해운대구 세실로 48, 상가동 1-2, 2-2호 (좌동, 해운대삼정코아주상복합)",48110.0,398407.0433,187784.8439,35.16969218887184,129.17853906807593
아이센텀 동물메디컬센터,746-0075,489.3,부산광역시 해운대구 우동 1488 대우월드마크센텀아파트,"부산광역시 해운대구 센텀동로 25, B동 204호 (우동, 대우월드마크센텀아파트)",48059.0,394112.5249,187887.9317,35.17145851637164,129.131455632416
화목종합동물병원,704-4376,108.0,부산광역시 해운대구 좌동 1315번지 해운대삼정코아복합상가 206호,"부산광역시 해운대구 세실로 48, 206호 (좌동)",48110.0,398407.0433,187784.8439,35.16969218887184,129.17853906807593
킴스동물병원,728-2236,0.0,부산광역시 기장군 정관읍 매학리 713-3번지,부산광역시 기장군 정관읍 정관로 565,46015.0,397801.2386,204661.7615,35.321820551282116,129.17595015083242
해운대조은동물병원,746-7775,58.32,부산광역시 해운대구 우동 529-2,부산광역시 해운대구 해운대로 624 (우동),48095.0,396661.6112,187066.9015,35.16356830156704,129.15922232621
센텀동물종합병원,744-6336,40.3,부산광역시 해운대구 재송동 1200 센텀파크아파트상가 6동 205호,"부산광역시 해운대구 센텀중앙로 145, 205호 (재송동)",48050.0,393239.2379,188619.1496,35.17821297055346,129.1220470706885
토마스동물병원,544-0775,140.0,부산광역시 해운대구 반송동 20-16번지,부산광역시 해운대구 반송로 922 (반송동),48004.0,396052.8154,194703.1301,35.23246748561878,129.15435962039786
조앤박동물병원,051-702-7511,165.0,부산광역시 해운대구 좌동 985-2번지,"부산광역시 해운대구 양운로 108, 2층 (좌동)",48079.0,397990.4695,188084.8798,35.17247668990621,129.1740415641757
갑을동물병원,784-7844,151.0,부산광역시 해운대구 재송동 1098-1번지 14통2반 현대맨션 303호,"부산광역시 해운대구 재반로 148, 32호 (재송동)",48053.0,393214.9667,189314.4738,35.18448064517806,129.12194352420252
마린시티 종합동물병원,747-7407,0.0,부산광역시 해운대구 우동 1435번지 벽산이오렌지프라자,"부산광역시 해운대구 마린시티3로 23, 벽산이오렌지프라자 333~336호 (우동)",48118.0,395560.2205,186273.7691,35.156639040411946,129.1469541609182
BS조은동물병원,544-7588,66.0,부산광역시 해운대구 반송동 62-508번지,부산광역시 해운대구 윗반송로 73 (반송동),48007.0,396298.3028,194496.4019,35.23055749592318,129.15700521799144
온누리동물병원,051-701-7555,68.0,부산광역시 해운대구 좌동 1443-7번지 삼정프라자 303호,"부산광역시 해운대구 좌동순환로 309, 303호 (좌동)",48113.0,398833.568,187648.429,35.1683792958565,129.18318478659276
장산동물병원,529-5388,124.9,부산광역시 해운대구 반여동 1629-5번지,"부산광역시 해운대구 반여로 96, 1층 (반여동, 영풍빌딩)",48036.0,393310.0757,191056.546,35.200153734106486,129.1233951122627
스펀지동물병원,051-746-1075,0.0,부산광역시 해운대구 우동 586-23번지,부산광역시 해운대구 해운대로 658-1 (우동),48095.0,396927.881,187259.8968,35.16525455858031,129.1621888560825
로이종합동물병원,051-742-7975,135.3,부산광역시 해운대구 재송동 1200,"부산광역시 해운대구 센텀중앙로 145, 202호 (재송동, 센텀파크상가2동)",48050.0,393239.2379,188619.1496,35.17821297055346,129.1220470706885
거제동물병원,862-8668,0.0,부산광역시 연제구 거제동 608-18번지,부산광역시 연제구 거제대로 146 (거제동),47546.0,388481.6072,188882.0699,35.18148414819476,129.06991196836958
문현동물병원,634-4017,49.58,부산광역시 남구 문현동 248-21번지,부산광역시 남구 수영로 38 (문현동),48457.0,388762.2663,183880.0007,35.13637464394027,129.07184881031034
용호동물병원,628-0855,0.0,부산광역시 남구 용호동 368-4번지 목련아파트,"부산광역시 남구 용호로123번길 5 (용호동, 목련아파트)",48578.0,392505.2154,182296.1227,35.121399560103534,129.11252236771958
청조동물병원,503-0688,126.0,부산광역시 연제구 연산동 300-3번지 2통2반,부산광역시 연제구 온천천남로 4 (연산동),47559.0,390401.3859,190192.3725,35.19292503501776,129.09127667176102
헬로동물병원,051-627-1275,228.48,부산광역시 남구 용호동 957-1번지 힐탑탑플레이스 A동 403호,"부산광역시 남구 분포로 115, 힐탑탑플레이스 A동 403호 (용호동)",48515.0,392515.6897,183481.9411,35.132078771548365,129.11291296120174
망미동물병원,753-7580,105.0,부산광역시 연제구 연산동 2235-8번지,부산광역시 연제구 과정로 84 (연산동),47573.0,391900.6472,188657.6668,35.17881621650898,129.10737081619138
우암동물병원,636-5242,94.5,부산광역시 남구 감만동 46-1번지 우암 자유 4차 아파트 상가동 109호,"부산광역시 남구 석포로 7, 상가동 109호 (감만동, 우암 자유 4차 아파트)",48489.0,389680.6778,182339.0175,35.12232150116193,129.08156631330797
25시 동물병원,635-0402,0.0,부산광역시 남구 문현동 359-21번지,부산광역시 남구 수영로 34 (문현동),48457.0,388721.0053,183893.2178,35.13650143083955,129.07139938488484
튼튼동물병원,0516217555,0.0,부산광역시 남구 대연동 39-22,"부산광역시 남구 수영로334번길 3, 2층 (대연동)",48509.0,391546.8499,184145.7671,35.13824286418,129.10244377714827
메트로동물병원,051-623-7588,94.26,"부산광역시 남구 용호동 958 빌리브센트로 B동 B227,호","부산광역시 남구 분포로 61, 빌리브센트로 B동 B227,B228호 (용호동)",48515.0,392463.2213,183403.4999,35.13138224098459,129.11231943271895
조양래 동물의료센터,627-2885,252.0,부산광역시 남구 대연동 1746-5 호수약국,"부산광역시 남구 수영로 224-1, 호수약국 (대연동)",48492.0,390524.5493,183746.2824,35.13483837685716,129.09114185299796
해온동물병원,051)612-7552,304.75,부산광역시 남구 용호동 554-1번지,부산광역시 남구 용호로 233 (용호동),48593.0,392414.0191,181186.1114,35.111418566482165,129.11126471303967
다온 동물병원,051-622-2171,0.0,부산광역시 남구 대연동 1858 대연힐스테이트푸르지오,"부산광역시 남구 수영로 345, 115동 124,125호 (대연동, 대연힐스테이트푸르지오)",48432.0,391411.4502,184553.6728,35.14194281894293,129.10105344800021
UN동물의료센터,051-624-2475,349.01,부산광역시 남구 대연동 1745-9,부산광역시 남구 수영로 221 (대연동),48445.0,390487.343,183799.2048,35.13532211578276,129.09074606933424
피정현 동물병원,864-7582,102.8,부산광역시 연제구 연산동 581-4번지,"부산광역시 연제구 거제천로 258 (연산동, 월드빌스포츠센터)",47518.0,389856.5724,190029.7107,35.19156290680516,129.08526111677327
부산동물메디컬센터,868-7591,984.46,부산광역시 연제구 거제동 2-7,부산광역시 연제구 거제대로 278 (거제동),47522.0,389195.6262,189929.6,35.19078576856404,129.0779858234919
다솜고양이메디컬센터,051)636-7582,0.0,부산광역시 남구 문현동 403-7 다솜 동물 병원,"부산광역시 남구 수영로13번길 3, 다솜 동물 병원 (문현동)",48415.0,388526.2039,183992.3288,35.13743067155469,129.06928590260375
지경희동물병원,051)704-0220,0.0,부산광역시 남구 용호동 532-19번지,부산광역시 남구 용호로 199 (용호동),48591.0,392400.4891,181526.932,35.11449108683204,129.11119555838079
다솜동물메디컬센터,051-632-7580,301.59,부산광역시 남구 문현동 403-7 다솜 동물 병원,"부산광역시 남구 수영로13번길 3, 다솜 동물 병원 (문현동)",48415.0,388526.2039,183992.3288,35.13743067155469,129.06928590260375
토곡동물병원,051-759-8669,92.7,부산광역시 연제구 연산동 399-12,부산광역시 연제구 과정로 234-1 (연산동),47565.0,391356.083,189652.149,35.187877718326874,129.10162703402605
MS동물병원,868-6631,0.0,부산광역시 연제구 연산동 306-28,"부산광역시 연제구 과정로348번길 2, 1층 (연산동)",47559.0,390326.6529,189976.7107,35.19099661630443,129.09040690147768
이룸동물병원,051-868-0075,107.3,부산광역시 연제구 연산동 1948-7,부산광역시 연제구 연수로 140 (연산동),47610.0,389968.7895,188130.6562,35.17443591753883,129.08605543762266
Jpet동물병원,051-853-7579,0.0,부산광역시 연제구 연산동 844-28,부산광역시 연제구 연수로 98 (연산동),47607.0,389553.2447,188196.9353,35.175111325780186,129.08151197991225
더프라임동물의료원,0516252345,0.0,부산광역시 수영구 남천동 69-20,"부산광역시 수영구 수영로 405-1, 2-4층 (남천동)",48316.0,392056.8066,184646.2066,35.14265344601112,129.10815179699676
이상동물병원,051-759-0225,0.0,부산광역시 수영구 수영동,"부산광역시 수영구 수영로 757, 2층 (수영동)",48222.0,393259.403,187424.4945,35.1674484349752,129.12198876838394
소망애견종합병원,051-628-8211,70.0,부산광역시 수영구 남천동 47-1번지 화목아파트 6동 2호,"부산광역시 수영구 수영로 485, 6동 2호 (남천동, 화목아파트)",48265.0,392232.2151,185358.9658,35.1490401187014,129.11024097268663
연제종합동물병원,753-8875,0.0,부산광역시 수영구 망미동 963-21번지,부산광역시 수영구 연수로 241 (망미동),48207.0,390998.5338,188044.1321,35.173461548270375,129.09733200281056
삼성동물병원,051-754-3270,0.0,부산광역시 수영구 망미동 837-4번지 19통5반,부산광역시 수영구 연수로 235 (망미동),48207.0,390929.9312,188050.5082,35.173532004683686,129.09658089817555
ABC동물병원,051-761-2502,82.6,부산광역시 수영구 광안동 117-10번지,부산광역시 수영구 수영로 618-1 (광안동),48291.0,392549.0995,186685.2639,35.16092607847602,129.114025072488
온유동물병원,031-211-1313,27.8,경기도 수원시 영통구 이의동 1335,"경기도 수원시 영통구 센트럴타운로 15, 142호 (이의동, 아이플렉스)",16508.0,205021.862,420685.357,37.2881266382805,127.0574225418027
남문동물병원,031-248-0075,56.3,경기도 수원시 팔달구 중동 111-1,"경기도 수원시 팔달구 정조로 727, 1층 (중동)",16263.0,201369.3011,419011.6732,37.2730584939056,127.01622936376087
펫콤동물병원,031-252-2501,36.0,경기도 수원시 팔달구 우만동 480-40,경기도 수원시 팔달구 월드컵로 363 (우만동),16232.0,202662.7747,420853.2858,37.28964930539285,127.03081950250993
에덴동물병원,031-224-2470,26.3,경기도 수원시 팔달구 매교동 141-5,경기도 수원시 팔달구 정조로 685 (매교동),16467.0,201461.0526,418629.3066,37.2696131082917,127.0172631292638
연두 동물병원,031-294-8277,36.4,경기도 수원시 권선구 금곡동 1078 수원모아미래도센트럴타운1단지 상가동 B127호,"경기도 수원시 권선구 서수원로577번길 341, 상가동 1층 B127호 (금곡동, 수원모아미래도센트럴타운1단지)",16380.0,194444.5492,419297.2635,37.27561572013769,126.93815176367666
고병기동물병원,031-236-7582,53.6,경기도 수원시 권선구 권선동 1192-2 세일프라자 101호,"경기도 수원시 권선구 덕영대로1201번길 16, 세일프라자 101호 (권선동)",16584.0,201946.762,416431.2252,37.24980675705919,127.02273361683973
한빛 동물병원,031-252-2119,41.61,경기도 수원시 장안구 천천동 527-3 105호,경기도 수원시 장안구 만석로19번길 29 (천천동),16329.0,198430.3074,421626.5005,37.2966184009398,126.98308694201388
새봄동물병원,031-205-9975,23.45,경기도 수원시 영통구 영통동 960-3 NEW WORLD PLAZA,"경기도 수원시 영통구 봉영로 1569, NEW WORLD PLAZA 1층 121호 (영통동)",16703.0,206229.4459,416684.3892,37.252069365819224,127.07100742118539
본 동물의료센터,031-248-8275,483.29,경기도 수원시 장안구 조원동 675-2 본 동물의료센터,"경기도 수원시 장안구 송정로 114, 본 동물의료센터 1,2(일부)층 (조원동)",16310.0,200796.3814,421488.6783,37.29537772670633,127.0097722263311
청려원동물병원,031-242-2078,25.96,경기도 수원시 팔달구 중동 2-2,"경기도 수원시 팔달구 정조로 751-7, 1(일부),2(일부층 (중동)",16263.0,201349.5555,419240.4916,37.27512025164461,127.01600713065785
베스트동물병원,031-268-7582,64.0,경기도 수원시 장안구 천천동 524-3 로얄프라자 101호,"경기도 수원시 장안구 덕영대로535번길 38, 로얄프라자 101호 (천천동)",16329.0,198369.1329,421688.9861,37.29718130548183,126.98239685195104
연희동물병원,031-296-7875,54.7,경기도 수원시 권선구 탑동 759-7 삼호빌딩 101호,"경기도 수원시 권선구 금호로 236, 삼호빌딩 101호 (탑동)",16604.0,197796.9428,419269.3741,37.27537862160475,126.97595081591378
참사랑동물병원,031-273-8875,49.4,경기도 수원시 영통구 망포동 559-5 델파빌딩 1층,경기도 수원시 영통구 영통로 118 (망포동),16692.0,204995.0326,415167.7106,37.23841087216227,127.05708344367278
수원펫 동물병원,031-234-8275,13.16,경기도 수원시 권선구 권선동 1058-4,경기도 수원시 권선구 세권로166번길 26 (권선동),16581.0,201855.9661,417006.139,37.25498712055697,127.02171160547655
신영통동물병원,031-204-9006,1695.0,경기도 수원시 영통구 망포동 570-5,경기도 수원시 영통구 영통로 103 (망포동),16687.0,205097.5554,415047.7256,37.23732921320272,127.05823803182251
레오동물병원,031-253-4313,121.0,경기도 수원시 장안구 정자동 872-2 롯데프라자 206호,"경기도 수원시 장안구 정자천로 187 (정자동, 롯데프라자)",16334.0,199375.3262,421688.4851,37.2971780797419,126.99374514093037
하이펫동물병원,031-205-0075,56.82,경기도 수원시 영통구 영통동 980-3 디지털엠파이어빌딩 E동 134호,"경기도 수원시 영통구 덕영대로1556번길 16, 디지털엠파이어빌딩 E동 134호 (영통동)",16690.0,205249.4958,415913.2738,37.24512729911936,127.05995634711928
가야동물병원,031-234-8318,99.0,경기도 수원시 팔달구 매산로3가 63-3,경기도 수원시 팔달구 효원로 49 (매산로3가),16458.0,200760.3364,418585.0263,37.26921491532288,127.009362985705
두리동물클리닉,031-221-2410,138.1,경기도 수원시 팔달구 매산로3가 73-4,경기도 수원시 팔달구 효원로 53 (매산로3가),16458.0,200753.7264,418540.9971,37.268818202083416,127.00928842199505
노아동물병원,031-246-1254,33.6,경기도 수원시 장안구 영화동 394-4,경기도 수원시 장안구 장안로 67 (영화동),16274.0,200216.0119,420935.386,37.29039266989412,127.00322660784445
장안동물병원,031-245-8961,19.25,"경기도 수원시 장안구 조원동 898-2 메가플러스3차 111,112호",경기도 수원시 장안구 송원로 83 (조원동),16295.0,200773.8415,422274.7343,37.30246034168346,127.00951876844748
원 동물병원,031-205-7900,33.4,경기도 수원시 영통구 영통동 976-7 현대프라자 111호,"경기도 수원시 영통구 덕영대로 1535, 현대프라자 111호 (영통동)",16698.0,205137.1392,416040.8823,37.246277717621275,127.05869088152696
위즈펫동물병원,031-223-7589,300.82,경기도 수원시 팔달구 인계동 1045 홈플러스동수원점,"경기도 수원시 팔달구 효원로 257, 홈플러스동수원점 4층 (인계동)",16490.0,202602.63,417869.7239,37.26276659349924,127.03013105255405
고려동물병원,031-256-3369,66.6,경기도 수원시 장안구 정자동 1-8,경기도 수원시 장안구 정조로 987 (정자동),16311.0,200751.843,421448.2783,37.29501374450133,127.00926987735066
광교 우리들동물병원,031-256-0075,103.7,경기도 수원시 영통구 이의동 1352,"경기도 수원시 영통구 에듀타운로 101, 102동 2층 210,211,212호 (이의동, 에듀하임1309오피스텔)",16509.0,203903.941,420852.6758,37.289639515819616,127.0448165180682
티움동물병원,031-292-7504,57.82,경기도 수원시 권선구 금곡동 1135-2,"경기도 수원시 권선구 서수원로523번길 30-23, 1층 (금곡동)",16393.0,196128.6987,418823.5054,37.27135564135732,126.95714341717773
수원 오즈동물병원,031-232-2727,57.78,경기도 수원시 권선구 권선동 1364 수원아이파크시티8단지,"경기도 수원시 권선구 동수원로177번길 40, 1층 153호154호 (권선동, 수원아이파크시티8단지)",16663.0,202599.7944,416089.1258,37.246722765761824,127.03009302395029
라온동물병원,031-215-8588,129.5,경기도 수원시 영통구 매탄동 1203-6,경기도 수원시 영통구 동탄원천로1109번길 100 (매탄동),16528.0,204672.8199,418768.7869,37.27085951709324,127.0534744928694
영통동물병원,031-204-0075,34.0,경기도 수원시 영통구 영통동 1000-9,"경기도 수원시 영통구 청명남로4번길 6, 1층 (영통동)",16705.0,206463.9338,416475.4959,37.250185580674355,127.07364870452828
정동물병원,031-239-7585,64.8,경기도 수원시 팔달구 인계동 1135-7,경기도 수원시 팔달구 권광로 120 (인계동),16491.0,202666.0867,417385.0216,37.25839907904541,127.03084472539554
북문다솜동물병원,031-251-0082,30.2,경기도 수원시 장안구 영화동 326-1,경기도 수원시 장안구 정조로921번길 3 (영화동),16270.0,201096.7847,420872.3477,37.28982411444496,127.01315936911094
순풍동물병원,031-239-3303,42.6,경기도 수원시 권선구 세류동 537-19,"경기도 수원시 권선구 정조로514번길 1, 1층 (세류동)",16588.0,200952.5813,417035.7672,37.25525538097741,127.01152855636394
동수원동물종합병원(권선점),031-237-1212,85.0,경기도 수원시 권선구 권선동 1296-2 114호,"경기도 수원시 권선구 동수원로242번길 6, 114호,206호 (권선동)",16553.0,203024.1335,416561.3163,37.25097612667674,127.0348775888724
김성록동물병원,031-297-2975,58.7,경기도 수원시 장안구 율전동 288-6,경기도 수원시 장안구 서부로 2132 (율전동),16417.0,197462.4204,421848.6429,37.298617767609876,126.97216999364056
