사업장명,소재지전화,소재지면적,소재지전체주소,도로명전체주소,도로명우편번호,좌표정보(x),좌표정보(y),경도,위도,
미래동물병원,041-942-7062,313.8,충청남도 청양군 청양읍 읍내리 289-5번지,충청남도 청양군 청양읍 문화예술로 109,33338,181825.5795,327589.9556,128.39990259,35.12438779,
나무동물병원,031-885-7475,97.5,경기도 여주시 하동 430-5번지,경기도 여주시 청심로 17-7 (하동),12619,255103.705,422310.74,129.45850312,35.76787194,
안양축협동물병원,031-443-3841,82.5,"경기도 안양시 만안구 안양동 847-10 3층, 지하층","경기도 안양시 만안구 안양로 374-1, 3층, 지하층 (안양동)",13990,,,,,
형제동물병원,031-446-7575,92.3,경기도 안양시 만안구 안양동 414-2번지,"경기도 안양시 만안구 안양로 212 (안양동, 태신주상복합)",14032,,,,,
한빛동물병원,031-429-7575,196.8,경기도 안양시 동안구 호계동 967-24,"경기도 안양시 동안구 흥안대로 110, 1층,지층 (호계동)",14120,196113.5408,429751.1758,129.52402996,35.23494330,
건국동물병원 (출장진료 전문),665-7763,0,경기도 평택시 청북읍 어연리 108-1,경기도 평택시 청북읍 율북로 13,17792,198358.2365,394471.6848,129.13724470,35.26262501,
한호동물병원,031-611-5736,0,경기도 평택시 서정동 908-2,경기도 평택시 송탄로 202 (서정동),17780,205138.3771,395581.3564,129.15104837,35.32348444,
제갈동물병원 (출장진료 전문),665-0376,0,경기도 평택시 청북면 어연리 108-1,경기도 평택시 청북면 율북로 13,17792,198358.2365,394471.6848,129.13724470,35.26262501,
보람동물병원,031-668-9935,0,경기도 평택시 고덕면 동청리 25-8,경기도 평택시 고덕면 동청1길 35,17789,200505.4026,394811.6167,129.14148746,35.28190080,
맥동물병원,657-1062,0,경기도 평택시 평택동 71-6,경기도 평택시 평택로 80 (평택동),17911,207485.1999,388052.9408,129.06883716,35.34607004,
이모란동물병원,655-1101,0,경기도 평택시 평택동 316번지 롯데인벤스 스카이 104호,"경기도 평택시 평택로 17, 1층 104호 (평택동, 롯데인벤스 스카이)",17917,207845.6552,387444.1961,129.06222658,35.34943158,
필립동물병원,611-1766,0,경기도 평택시 지산동 777,경기도 평택시 지산로 34 (지산동),17762,205148.3879,397470.1263,129.17181066,35.32320334,
믿음동물병원(출장진료 전문),654-2505,0,경기도 평택시 비전동 866-11,경기도 평택시 문화촌로11번길 51-11 (비전동),,209985.536,388454.625,129.07382971,35.36851820,
PET25시동물병원,655-6941,0,경기도 평택시 평택동 59-39,경기도 평택시 평택로 69 (평택동),,207516.742,387938.6859,129.06758817,35.34637568,
진선동물병원,031-374-4644,37,경기도 오산시 오산동 609-55번지,경기도 오산시 성호대로 36 (오산동),18130,205721.881,405254.8806,129.25751429,35.32680112,
오산동물병원,031-377-7582,67.4,경기도 오산시 원동 754-3번지,경기도 오산시 성호대로 108 (원동),,206439.0862,405201.8144,129.25711071,35.33327209,
원 종합동물병원,031-374-1175,103.18,경기도 오산시 원동 758-8번지,경기도 오산시 대원로 37-1 (원동),18138,206382.3625,404971.8193,129.25456844,35.33280835,
25시 종합동물병원,,245,경기도 오산시 오산동 869-36,경기도 오산시 성호대로 97 (오산동),18135,206349.4177,405250.5482,129.25762391,35.33245441,
우리동물병원,031-373-8486,120.52,경기도 오산시 원동 372-1 다모아프라자,"경기도 오산시 경기대로 174, 다모아프라자 101,102호 (원동)",18144,206486.9441,404277.5739,129.24696348,35.33389249,
미소 동물병원,031-374-2579,0,경기도 오산시 금암동 516-6 웅신아트프라자,"경기도 오산시 수청로 189, 웅신아트프라자 104,202호 (금암동)",18109,204004.3335,408331.9498,129.29089718,35.31069450,
저스트벳 동물병원,031-378-1514,0,"경기도 오산시 원동 841번지 파크스퀘어 105,6호","경기도 오산시 원동로 6, 파크스퀘어 105,106호 (원동)",18143,206118.2736,404474.5956,129.24903710,35.33053147,
참동물병원,031-374-1275,0,경기도 오산시 갈곶동 659-1번지 광성빌딩 101호,"경기도 오산시 오산로 91-10 (갈곶동, 광성빌딩 101호)",18147,206030.2738,403734.3796,129.24087907,35.32988997,
종합동물병원(출장진료 전문),655-4980,0,경기도 평택시 통복동 109-3,경기도 평택시 평택로 105 (통복동),,207286.4904,388238.0736,129.07082698,35.34424512,
튼튼동물병원,651-8272,0,경기도 평택시 비전동 191-2번지,경기도 평택시 평남로 655 (비전동),,209478.988,387879.8551,129.06739199,35.36406340,
이형윤동물병원,031-652-8921,0,경기도 평택시 합정동 507-19,"경기도 평택시 중앙2로 79, 1층 (합정동)",17908,208463.8935,387727.9292,129.06548820,35.35494763,
two현동물병원,031-657-4671,0,경기도 평택시 동삭동 662-4 103호,"경기도 평택시 평남로 1050, 1층 103호 (동삭동)",17848,208354.0591,389814.7352,129.08840940,35.35356372,
강남동물병원,031-692-7114,107.09,경기도 평택시 팽성읍 안정리 113-224,경기도 평택시 팽성읍 안정쇼핑로 3,17982,203786.0384,384175.7793,129.02537536,35.31346799,
오암동물병원,031-682-2470,0,경기도 평택시 안중읍 안중리 245-17,경기도 평택시 안중읍 안중로99번길 13-1,,193467.3984,387590.5082,129.06054966,35.21987745,
심재훈동물병원,662-4805,0,경기도 평택시 지산동 766-4번지,경기도 평택시 탄현로 310-1 (지산동),17757,204843.2409,397593.3018,129.17309092,35.32043030,
수지동물의료원,,154.53,경기도 용인시 수지구 상현동 1099 33통힐프라자 101호,"경기도 용인시 수지구 수지로 77, 101호 (상현동, 힐프라자)",16857,206474.205,422940.9155,129.45208795,35.32978916,
순수동물병원,031-262-8700,107.73,경기도 용인시 수지구 풍덕천동 697-3번지,경기도 용인시 수지구 수지로296번길 30 (풍덕천동),16836,208115.9237,424557.8241,129.47030755,35.34421238,
해담은동물병원,031-892-7775,60.48,경기도 용인시 수지구 성복동 278-1번지,"경기도 용인시 수지구 성복1로 106, 107호 (성복동, 벽산프라자)",16853,205983.2143,423862.2715,129.46207930,35.32516141,
즐거운동물병원,031-272-7583,45.24,경기도 용인시 수지구 성복동 162-2번지 예반아이엔프라자 113호,"경기도 용인시 수지구 성복2로 100, 113호 (성복동, 예반아이엔프라자)",16850,206620.0129,423723.246,129.46072542,35.33092752,
성복동물병원,263-3575,0,경기도 용인시 수지구 성복동 740-1번지 6통3반 드림타워 B101호,"경기도 용인시 수지구 성복2로76번길 26-3, B101호 (성복동, 드림타워)",16848,207102.8211,423695.354,129.46055076,35.33528191,
삼성안내견학교 부속동물병원,031-320-8936,374.7,경기도 용인시 처인구 포곡읍 유운리 505,경기도 용인시 처인구 포곡읍 에버랜드로376번길 1-27,17022,218290.8222,422276.7225,129.44800333,35.43635727,
죽전예담동물병원,031-264-7502,110.05,경기도 용인시 수지구 죽전동 1254-3번지 104호,"경기도 용인시 수지구 대지로 58 (죽전동, 선진포리스트)",16873,210159.3502,425189.4549,129.47781257,35.36247293,
하임동물병원,031-898-4300,0,경기도 용인시 수지구 풍덕천동 100-17,경기도 용인시 수지구 포은대로 450 (풍덕천동),16834,208812.7787,424478.1333,129.46962274,35.35050608,
어울림동물병원,031-548-2911,0,경기도 용인시 수지구 신봉동 955-1번지,"경기도 용인시 수지구 신봉2로 115-46, 1층 (신봉동)",16811,206069.7208,425242.6033,129.47727161,35.32563046,
광교호수 동물병원,0312127515,0,경기도 용인시 수지구 상현동 1130-2,"경기도 용인시 수지구 광교마을로 91, 102,103호 (상현동)",16942,206551.74,421754.6407,129.43907188,35.33075132,
죽전 쿨펫동물병원,031-261-7512,0,경기도 용인시 수지구 죽전동 1282,"경기도 용인시 수지구 포은대로 552, 3층 (죽전동, 이마트)",16896,209673.344,424823.6777,129.47365760,35.35817847,
양동진동물병원(출장전문),,13.2,경기도 양평군 용문면 다문리 704-2,경기도 양평군 용문면 용문로 331,12521,252215.4047,442434.5679,129.67996778,35.73711315,
폴의골목 동물병원,,112.13,경기도 양평군 서종면 문호리 700-7,경기도 양평군 서종면 북한강로 817,12502,230771.1054,456491.7238,129.82837943,35.54049413,
경기동물병원(출장진료 전문),031-666-6501,0,경기도 평택시 서정동 303-1,경기도 평택시 서정역로58번길 30 (서정동),,204789.2684,395373.0364,129.14867542,35.32038042,
개포동물병원,031-771-7278,53.85,경기도 양평군 양서면 양수리 565-11,"경기도 양평군 양서면 양수로 170, 1층",12585,228007.7443,449274.8864,129.74803202,35.51745367,
양평가축병원,031-772-3332,65.28,경기도 양평군 양평읍 양근리 284-1,경기도 양평군 양평읍 양근로 214,12555,243430.0713,443018.3344,129.68376092,35.65786768,
참 좋은 동물병원,031-772-0075,414.08,경기도 양평군 양평읍 공흥리 468-23,경기도 양평군 양평읍 시민로 90,12561,244272.5557,443260.2446,129.68668410,35.66539375,
용문조아동물병원,031-771-7585,423.32,경기도 양평군 용문면 다문리 743-3,경기도 양평군 용문면 용문로 334,12520,252276.2742,442461.5504,129.68028415,35.73765456,
용인동물병원,332-3070,58.34,경기도 용인시 처인구 역북동 722-1,"경기도 용인시 처인구 명지로 17, 2층 202호 (역북동)",17057,216708.3241,414743.0845,129.36468030,35.42375792,
포곡동물병원,334-3304,0,경기도 용인시 처인구 포곡읍 전대리 152-2번지,경기도 용인시 처인구 포곡읍 전대로 27-2,17023,219558.2693,420014.3341,129.42344925,35.44827443,
한솔동물병원,332-7951,0,경기도 용인시 처인구 원삼면 좌항리 141-6,경기도 용인시 처인구 원삼면 좌찬로 93,17166,228371.5105,411389.0729,129.33080617,35.52952108,
정동물병원,031-681-2406,0,경기도 평택시 안중읍 안중리 253-9,"경기도 평택시 안중읍 안중로 94, 105동 (평창빌딩)",17936,193434.9025,387434.5531,129.05883019,35.21961385,
웰 동물병원,031-213-7522,45.43,,"경기도 용인시 수지구 광교중앙로 302, 1층 101호 (상현동, 광교지구 블루스퀘어)",,,,,,
스카이동물병원,031-896-7590,0,경기도 용인시 수지구 신봉동 23,"경기도 용인시 수지구 신봉1로 68, 106,107호 (신봉동)",16815,206866.1328,424521.993,129.46957102,35.33296496,
꿈에동물병원,031-264-1997,56.43,경기도 용인시 수지구 성복동 129-1번지,"경기도 용인시 수지구 성복2로 114, 111호 (성복동, 플러스클리닉수지센터)",16851,206444.5742,423783.6703,129.46134155,35.32933400,
용인센트럴동물병원,321-7510,76,경기도 용인시 처인구 김량장동 12-15번지 남곡빌딩,"경기도 용인시 처인구 백옥대로 1058, 남곡빌딩 (김량장동)",17063,218619.617,414282.6003,129.36011595,35.44107110,
마리동물의료센터,070-8807-8375,100.43,경기도 용인시 처인구 백암면 백암리 436-1,경기도 용인시 처인구 백암면 백암로185번길 46,,232955.1588,406995.6595,129.28356947,35.57173129,
굿모닝동물병원,031-339-5575,63.15,경기도 용인시 처인구 마평동 907번지,경기도 용인시 처인구 경안천로 2 (마평동),17154,218677.2502,414645.733,129.36412766,35.44151194,
스마일동물병원,,50,경기도 용인시 처인구 마평동 858-9번지,경기도 용인시 처인구 중부대로 1510 (마평동),17145,218756.1285,414583.6439,129.36346510,35.44223574,
에버랜드 동물병원,031-320-8708,151.96,경기도 용인시 처인구 포곡읍 전대리 310,경기도 용인시 처인구 포곡읍 에버랜드로 199,17023,219138.4246,420903.9648,129.43312675,35.44429627,
성심동물병원,835-0815,0,경기도 연천군 전곡읍 전곡리 302-27번지 2통17반,경기도 연천군 전곡읍 전곡역로 47,11028,205916.8911,502320.1351,130.32382259,35.30393009,
현대동물의료센터,031-852-3119,0,경기도 의정부시 용현동 14-3,"경기도 의정부시 충의로 49 (용현동, 용운빌딩)",11789,207635.8892,470408.4238,129.97398611,35.32853699,
나은동물병원,031-876-7511,0,경기도 의정부시 장암동 20-14,경기도 의정부시 회룡로 178 (장암동),11718,204643.3129,469326.4206,129.96111730,35.30188913,
펫인쥬동물메디컬센터,031-851-0901,260.8,경기도 의정부시 의정부동 16-1 탑빌딩,"경기도 의정부시 호국로 1336, 탑빌딩 2층 (의정부동)",11693,204544.135,471287.9039,129.98262415,35.30046657,
나라동물병원,031-852-7550,0,경기도 의정부시 민락동 843-3 30통2반 송림프라자 201동 403호,"경기도 의정부시 오목로 215, 1층 104호 (민락동, 송림프라자)",11813,208661.5289,471452.5488,129.98579551,35.33748689,
녹양돌봄동물병원,,0,경기도 의정부시 녹양동 326-5,"경기도 의정부시 비우로 100, 1층 (녹양동)",11613,203269.3326,472857.4691,129.99943563,35.28856419,
위즈펫동물병원,031-852-7502,0,경기도 의정부시 민락동 849번지,"경기도 의정부시 민락로 210, 4층 (민락동, 이마트)",11814,208951.5421,471192.1568,129.98303088,35.34016829,
용문동물병원,031-773-3176,0,경기도 양평군 용문면 다문리 728-18,경기도 양평군 용문면 용문로 353,12522,252390.9589,442625.3873,129.68212815,35.73864681,
경기동물메디컬센터,031-375-8875,425.05,"경기도 오산시 원동 299-1 101호, 201호","경기도 오산시 운천로 3 (원동, 101호, 201호)",18140,206510.1046,404582.1306,129.25031695,35.33403881,
해피동물병원,287-7275,0,경기도 용인시 기흥구 마북동 173,"경기도 용인시 기흥구 마북로 141, 104호 (마북동)",16910,210757.5847,422356.1395,129.44682512,35.36849566,
유일동물병원,772-2727,70.56,경기도 양평군 양평읍 도곡리 286-1,경기도 양평군 양평읍 미리내길 96,12564,247232.4909,442233.9189,129.67625034,35.69229707,
우람동물병원,031-772-8275,0,경기도 양평군 양평읍 공흥리 484-4,경기도 양평군 양평읍 남북로 97,12559,244356.0316,443365.2858,129.68786830,35.66611947,
현화동물병원,686-7582,57.47,경기도 평택시 안중읍 현화리 45번지,경기도 평택시 안중읍 안현로서6길 38,,193264.914,387025.5775,129.05430187,35.21815878,
안창선동물병원,031-665-6252,0,경기도 평택시 지산동 824-2,경기도 평택시 탄현로 276 (지산동),,204869.4139,397261.3932,129.16944929,35.32073160,
평택축협동물병원,031-683-3003,0,경기도 평택시 안중읍 안중리 194-14,경기도 평택시 안중읍 서해로 1146-20,17934,194709.2729,388266.1421,129.06825071,35.23093844,
한주동물병원,,80,경기도 연천군 전곡읍 전곡리 289-32번지,경기도 연천군 전곡읍 양연로 1597,11027,205753.0145,502126.7404,130.32163918,35.30251373,
사랑동물병원,832-7771,30,경기도 연천군 전곡읍 전곡리 468-24,경기도 연천군 전곡읍 전곡로 140,11034,206002.2896,502441.8892,130.32519067,35.30466182,
혜성동물병원,031-833-1722,85.66,경기도 연천군 청산면 초성리 214-3,경기도 연천군 청산면 학담로 93-2,11023,206245.726,499429.5776,130.29220971,35.30775833,
한마음동물병원,265-7512,0,경기도 용인시 수지구 풍덕천동 1075-4,경기도 용인시 수지구 풍덕천로 113 (풍덕천동),16836,208281.7351,424511.3731,129.46984246,35.34571610,
백암동물병원,031-336-1245,40,경기도 용인시 처인구 백암면 근창리 20-4번지,경기도 용인시 처인구 백암면 근창로 45,,232802.0242,406877.5081,129.28222782,35.57037672,
라뽀동물병원,031-668-7975,119.9,경기도 평택시 서정동 838-3,경기도 평택시 송탄로 255 (서정동),17772,205124.3802,396097.0856,129.15671355,35.32325734,
블리스 동물의료센터,031-666-7582,721.92,경기도 평택시 세교동 0,"경기도 평택시 세교7길 50, JY빌딩 (세교동)",17842,207882.7621,389408.8785,129.08383756,35.34939521,
비전동물병원,0316511175,102.39,경기도 평택시 비전동 1027-2,"경기도 평택시 비전3로 27, 104, 105호 (비전동)",17852,209267.8559,389007.855,129.07974820,35.36194852,
송담동물병원,031-686-7975,0,경기도 평택시 안중읍 현화리 834-2 101호,경기도 평택시 안중읍 안현로서8길 35-4 (101호),17943,192932.5177,386401.4937,129.04737557,35.21528043,
한동물병원 (출장진료 전문),031-692-2250,0,경기도 평택시 오성면 숙성리 185-10,경기도 평택시 오성면 숙성시장길 65 (명성빌라),17819,198585.8671,389660.1294,129.08444979,35.26559792,
김기혁 동물병원 평택동점,031-618-8275,,경기도 평택시 평택동 71-14번지,경기도 평택시 평택로 84-1 (평택동),17911,207456.9066,388091.2543,129.06925191,35.34580795,
세브란스동물병원,263-7588,0,경기도 용인시 수지구 풍덕천동 713-6번지 요진타워 103호,"경기도 용인시 수지구 풍덕천로 135, 103호 (풍덕천동, 요진타워)",16837,208481.8155,424648.6787,129.47140662,35.34748713,
리치펫동물병원,031-8005-9725,47.5,경기도 용인시 기흥구 중동 852-2번지,"경기도 용인시 기흥구 동백중앙로 177 (중동, 동백씨엘뷰 오피스텔)",17006,213568.6135,418715.9814,129.40755278,35.39461671,
튼튼동물병원,031-265-7505,46.2,경기도 용인시 기흥구 보정동 1266-6번지 현대휴먼프라자 102호,"경기도 용인시 기흥구 죽현로 29, 102호 (보정동, 현대휴먼프라자)",16898,210023.4461,424170.2994,129.46657060,35.36147834,
Wellness clinic 동물병원,031-283-1357,0,경기도 용인시 기흥구 보정동 1019-237번지,경기도 용인시 기흥구 용구대로 2457 (보정동),16907,209271.8409,422612.4123,129.44923848,35.35505794,
우사랑동물병원(출장전문진료병원),,84.06,경기도 용인시 기흥구 지곡동 445-8번지,"경기도 용인시 기흥구 사은로 274-2, 3층 (지곡동)",17088,211903.9561,416895.3802,129.38708578,35.38002184,
(주)에니멀클리닉컨설팅(출장진료전문병원),031-233-2836,46,경기도 용인시 기흥구 신갈동 38-5번지 17통3반,경기도 용인시 기흥구 신갈로 85 (신갈동),16967,209286.0713,419153.7692,129.41121971,35.35595108,
나라동물병원,338-7975,20,경기도 용인시 처인구 포곡읍 둔전리 385번지,경기도 용인시 처인구 포곡읍 포곡로 90,,219077.9081,418409.3872,129.40565597,35.44430173,
로얄벳 동물병원,031-263-7585,0,경기도 용인시 수지구 신봉동 909번지 이마트수지점 3층,"경기도 용인시 수지구 수지로 203 (신봉동,이마트수지점 3층)",,207318.5729,424204.5818,129.46620649,35.33711085,
펫스토리 동물병원,031-276-0282,13.8,경기도 용인시 수지구 신봉동 83번지 신엘지프라자 102호,"경기도 용인시 수지구 신봉2로 19, 102호 (신봉동,신엘지프라자)",,206763.1685,424729.37,129.47182187,35.33199107,
강남동물의료센터,031-897-7582,148.57,경기도 용인시 수지구 동천동 351-3,"경기도 용인시 수지구 동천로 79, 3층 (동천동)",16823,208332.2714,426353.5624,129.49010530,35.34575553,
참누리동물병원,031-264-7525,42.26,경기도 용인시 수지구 상현동 254-14번지,경기도 용인시 수지구 만현로 110 (상현동),,207423.6343,422761.1436,129.45037052,35.33837982,
AP동물병원,031-263-0085,303.39,경기도 용인시 수지구 동천동 886-1번지,경기도 용인시 수지구 수지로 421 (동천동),16828,208565.19,425808.7087,129.48418068,35.34797644,
24시 서울YES동물병원,,113.52,경기도 용인시 수지구 죽전동 1174-1 벤포스타 101~103호,"경기도 용인시 수지구 현암로 81 (죽전동,벤포스타 101~103호)",,210419.6889,425533.0865,129.48166226,35.36473992,
애니펫동물병원,031-266-8898,,경기도 용인시 수지구 상현동 852번지 수지3차쌍용스윗닷홈상가 B102호,"경기도 용인시 수지구 만현로 95, B102호 (상현동, 수지3차쌍용스윗닷홈상가)",16930,207660.8447,422815.2508,129.45102976,35.34050408,
영동동물병원,031-896-3881,90.7,경기도 용인시 수지구 죽전동 1191-1번지 세종프라자 101호,"경기도 용인시 수지구 현암로 136, 101호 (죽전동, 세종프라자)",16880,210956.3443,425506.2494,129.48151521,35.36957897,
동일동물병원,031-265-1175,129.42,"경기도 용인시 수지구 동천동 946-4 대영프라자 102호,201호","경기도 용인시 수지구 손곡로 107 (동천동, 대영프라자 102호,201호)",16822,207967.4328,425988.8447,129.48599571,35.34255245,
구성동물병원,031-275-7579,17.74,경기도 용인시 기흥구 마북동 526-3번지,"경기도 용인시 기흥구 연원로 1, 101호 (마북동, 연원마을LG아파트상가)",16908,209489.76,422183.3626,129.44458098,35.35711607,
제일종합동물병원,031-274-3575,63.62,경기도 용인시 기흥구 구갈동 589번지 103호,"경기도 용인시 기흥구 강남동로 15, 103호 (구갈동)",16979,211385.2056,418818.4335,129.40809483,35.37492996,
에어벳동물병원,031-281-0811,45.58,경기도 용인시 기흥구 신갈동 722 101호,"경기도 용인시 기흥구 새천년로16번길 3-2, 101호 (신갈동, 월드프라자)",16959,209792.9315,420761.3571,129.42902971,35.36016185,
보정동물병원,031-898-3708,65.47,경기도 용인시 기흥구 보정동 1277번지,"경기도 용인시 기흥구 보정로 32 (보정동, 지젤스포츠클럽)",16903,209787.253,423563.2145,129.45983172,35.35948732,
24시 사람앤동물메디컬센터,031-262-0306,1156.65,경기도 용인시 수지구 성복동 67-6 성복스퀘어/근린생활시설,"경기도 용인시 수지구 수지로 124, 성복스퀘어/근린생활시설 201~208호 (성복동)",16858,207019.0839,423412.9844,129.45742452,35.33459094,
정 동물병원,031-898-2298,43.74,경기도 용인시 수지구 상현동 252번지 SR프라자,"경기도 용인시 수지구 만현로 120, SR프라자 112호 (상현동)",16930,207438.0586,422689.6407,129.44958855,35.33852567,
에이스 동물병원,031-266-2900,,경기도 용인시 수지구 동천동 174-15,"경기도 용인시 수지구 동천로 60, 1층 (동천동)",16825,208483.5019,426483.2804,129.49157297,35.34708807,
김대일동물병원,031-665-7585,0,경기도 평택시 이충동 436-7,"경기도 평택시 서정역로36번길 98, 1층 (이충동)",17781,205377.0441,395073.3252,129.14552125,35.32573360,
펫필드동물병원,031-656-8575,0,경기도 평택시 비전동 831-5,경기도 평택시 평택5로114번길 54 (비전동),,209931.2902,388148.0217,129.07044520,35.36808738,
청북동물병원 (출장진료 전문),,0,경기도 평택시 청북면 현곡리 297-3,경기도 평택시 청북면 청북중앙로 6,17811,193966.8822,393205.1,129.12230207,35.22331174,
코리아동물병원,656-0524,0,경기도 평택시 비전동 759-27,경기도 평택시 중앙로 141 (비전동),,208717.1527,387910.1019,129.06754958,35.35719481,
부천축협 사료사업소 동물병원 (출장진료 전문),,0,경기도 평택시 팽성읍 근내리 256-13,"경기도 평택시 팽성읍 안정로 159, 201호",17977,205068.6481,385122.7051,129.03607256,35.32484769,
경기도 야생동물 구조관리센터,03180086212,0,경기도 평택시 진위면 동천리 56-3,경기도 평택시 진위면 동천길 132-93,17710,210454.5293,403351.2826,129.23776767,35.36981892,
쿨펫동물병원,031-651-5975,0,경기도 평택시 합정동 968-1 롯데마트 3층,"경기도 평택시 평택5로 30, 3층 (합정동, 롯데마트)",17902,209876.4201,387425.0983,129.06248193,35.36772911,
굿모닝동물병원(출장전문 진료),070-8883-1333,0,경기도 평택시 현덕면 황산리 62-5 9통,경기도 평택시 현덕면 인광2길 58,,193960.9866,384679.9523,129.02870794,35.22486393,
맑은숲동물병원,662-8222,141.88,경기도 평택시 이충동 179번지,경기도 평택시 추담로 102 (이충동),17731,206266.1524,395552.9416,129.15100528,35.33364892,
안중동물병원,031-683-8764,49.22,경기도 평택시 안중읍 현화리 172-3,"경기도 평택시 안중읍 안현로서9길 5, 2층",17930,193120.7648,386132.4743,129.04446496,35.21702622,
타잔동물병원,031-651-8879,,경기도 평택시 비전동 1090-3번지 401호,"경기도 평택시 비전2로 192 (비전동, 메가타워)",17854,209885.2011,388783.4883,129.07742336,35.36755221,
봄날동물의료센터,031-8054-7582,,경기도 평택시 비전동 996-2,경기도 평택시 만세로 1842 (비전동),17851,209121.1231,389247.0562,129.08234474,35.36058140,
국립축산과학원 축산자원개발부 동물병원,041-580-3409,0,경기도 평택시 팽성읍 노와리 270,경기도 평택시 팽성읍 노와2길 48-16,18001,208510.004,382933.7672,129.01277986,35.35625281,
마음가득동물병원,031-667-8275,59.4,경기도 평택시 이충동 451-7번지,"경기도 평택시 송탄로 147, 태광 1층 (이충동)",17779,205175.2917,395024.4165,129.14493564,35.32392577,
애견종합병원,335-8275,0,경기도 용인시 처인구 김량장동 333-2번지,경기도 용인시 처인구 금령로 26 (김량장동),,217583.4466,414768.4371,129.36518981,35.43163420,
주주동물병원,031-284-8875,38.4,경기도 용인시 기흥구 구갈동 345-1번지,"경기도 용인시 기흥구 구갈로 94 (구갈동, 주주동물병원)",16972,209820.66,420086.405,129.42161662,35.36056058,
용인축협동물병원,031-339-7498,164.24,경기도 용인시 처인구 고림동 761,"경기도 용인시 처인구 고림로 140, 1, 3층 (고림동)",17149,219414.9201,415796.2746,129.37698555,35.44790691,
행복동물병원,031-334-7580,56,경기도 용인시 처인구 모현읍 왕산리 428-1번지 왕산태권도학원,"경기도 용인시 처인구 모현읍 백옥대로 2362, 왕산태권도학원",17035,222018.2946,425845.5308,129.48830881,35.46912232,
양지종합동물병원,031-338-7588,0,경기도 용인시 처인구 양지면 양지리 480-1번지,경기도 용인시 처인구 양지면 중부대로 2219,17158,225368.109,414664.6484,129.36610151,35.50176830,
닥터페티앙동물병원,0313357578,160,경기도 용인시 처인구 남동 71-48번지,경기도 용인시 처인구 명지로 185 (남동),17060,217312.9726,413866.4201,129.35519267,35.42939230,
강 동물병원,,66,경기도 용인시 처인구 백암면 백암리 436-1번지,경기도 용인시 처인구 백암면 백암로185번길 46,17178,232955.1588,406995.6595,129.28356947,35.57173129,
김재원 동물병원,031-322-8875,190,경기도 용인시 처인구 원삼면 좌항리 1-10,경기도 용인시 처인구 원삼면 죽양대로 1982,17163,228548.0368,412471.1591,129.34277476,35.53087984,
Dr.J동물병원,031-215-7975,184.26,경기도 용인시 기흥구 영덕동 985-1번지,"경기도 용인시 기흥구 흥덕2로87번길 18 (영덕동, 이씨티)",16954,206306.3019,419313.9552,129.41218248,35.32907932,
흥덕종합동물병원,031-217-7119,47.19,경기도 용인시 기흥구 영덕동 975-7번지,"경기도 용인시 기흥구 흥덕중앙로 59 (영덕동, 용인흥덕노블레스흥덕노블레스)",16953,206466.7165,419395.7526,129.41312440,35.33050611,
파우동물병원,898-0330,52.54,경기도 용인시 수지구 죽전동 1178-1번지 그린프라자 105호,"경기도 용인시 수지구 현암로125번길 6, 105호 (죽전동, 그린프라자)",16876,210878.9001,425585.0488,129.48236024,35.36886372,
정다운종합동물병원,031-272-1199,0,경기도 용인시 수지구 성복동 66-10번지,"경기도 용인시 수지구 수지로112번길 11, 1층 104호 (성복동)",16858,207061.205,423400.6953,129.45730095,35.33497302,
로얄펫동물병원,879-4478(9),0,경기도 의정부시 의정부동 594-2,경기도 의정부시 신흥로 171 (의정부동),,203749.2789,469879.2707,129.96689435,35.29369191,
민락동물병원,031-852-7542,0,경기도 의정부시 민락동 738-6번지,경기도 의정부시 용현로 130 (민락동),11809,207899.075,470951.3259,129.98003686,35.33075923,
의정부종합동물병원,031-846-9600,0,경기도 의정부시 의정부동 94-2번지,경기도 의정부시 시민로 154 (의정부동),,204528.6611,470532.289,129.97432157,35.30053179,
호원종합동물병원,031-826-8875,0,경기도 의정부시 호원동 425번지,경기도 의정부시  평화로  374 (호원동),,204212.1132,469206.2107,129.95965575,35.29803969,
녹양동물병원,855-0275,0,경기도 의정부시 녹양동 354-1,경기도 의정부시 녹양로 66 (녹양동),,202869.4336,472704.7735,129.99762632,35.28500590,
하나동물병원,031-853-7550,0,경기도 의정부시 신곡동 772-2번지,경기도 의정부시 부용로 187 (신곡동),11771,206799.975,472111.495,129.99241646,35.32055007,
프렌즈동물병원,031-845-2500,0,경기도 의정부시 의정부동 187-18,경기도 의정부시 호국로 1300 (의정부동),11692,204215.4041,471214.2554,129.98170676,35.29752725,
용인24시 아이온동물메디컬센터,031-334-6125,264.81,경기도 용인시 처인구 역북동 428-12,경기도 용인시 처인구 중부대로 1307 (역북동),17047,216802.8947,414936.9517,129.36683841,35.42456785,
드림 동물병원,031-335-7582,323.4,경기도 용인시 처인구 마평동 717-3,경기도 용인시 처인구 경안천로 46 (마평동),17153,218619.6662,415056.229,129.36863025,35.44090472,
용인시 동물보호센터,031-324-3467,615.6,경기도 용인시 처인구 삼가동 164 용인시 동물보호센터,"경기도 용인시 처인구 중부대로 1074-1, 용인시 동물보호센터 (삼가동)",17090,214072.8304,415719.4964,129.37472715,35.39981062,
